12:00 AM	2
12:01 AM	1
12:02 AM	2
12:03 AM	1
12:04 AM	2
12:05 AM	1
12:06 AM	1
12:07 AM	2
12:08 AM	1
12:09 AM	2
12:10 AM	1
12:11 AM	1
12:12 AM	2
12:13 AM	1
12:14 AM	1
12:15 AM	1
12:16 AM	2
12:17 AM	1
12:18 AM	1
12:19 AM	1
12:20 AM	1
12:21 AM	0
12:22 AM	0
12:23 AM	0
12:24 AM	0
12:25 AM	0
12:26 AM	0
12:27 AM	0
12:28 AM	0
12:29 AM	0
12:30 AM	0
12:31 AM	0
12:32 AM	0
12:33 AM	0
12:34 AM	0
12:35 AM	0
12:36 AM	0
12:37 AM	0
12:38 AM	0
12:39 AM	0
12:40 AM	0
12:41 AM	0
12:42 AM	0
12:43 AM	0
12:44 AM	0
12:45 AM	0
12:46 AM	0
12:47 AM	0
12:48 AM	0
12:49 AM	0
12:50 AM	0
12:51 AM	0
12:52 AM	0
12:53 AM	0
12:54 AM	0
12:55 AM	0
12:56 AM	0
12:57 AM	0
12:58 AM	0
12:59 AM	0
1:00 AM	0
1:01 AM	0
1:02 AM	0
1:03 AM	0
1:04 AM	13
1:05 AM	35
1:06 AM	28
1:07 AM	37
1:08 AM	27
1:09 AM	37
1:10 AM	36
1:11 AM	36
1:12 AM	37
1:13 AM	35
1:14 AM	36
1:15 AM	36
1:16 AM	36
1:17 AM	36
1:18 AM	35
1:19 AM	36
1:20 AM	35
1:21 AM	36
1:22 AM	26
1:23 AM	24
1:24 AM	36
1:25 AM	36
1:26 AM	21
1:27 AM	28
1:28 AM	37
1:29 AM	28
1:30 AM	22
1:31 AM	36
1:32 AM	36
1:33 AM	17
1:34 AM	33
1:35 AM	36
1:36 AM	25
1:37 AM	25
1:38 AM	36
1:39 AM	24
1:40 AM	26
1:41 AM	36
1:42 AM	26
1:43 AM	23
1:44 AM	37
1:45 AM	18
1:46 AM	30
1:47 AM	28
1:48 AM	31
1:49 AM	5
1:50 AM	16
1:51 AM	23
1:52 AM	37
1:53 AM	16
1:54 AM	5
1:55 AM	5
1:56 AM	5
1:57 AM	4
1:58 AM	5
1:59 AM	5
2:00 AM	5
2:01 AM	3
2:02 AM	1
2:03 AM	2
2:04 AM	1
2:05 AM	2
2:06 AM	1
2:07 AM	1
2:08 AM	2
2:09 AM	1
2:10 AM	1
2:11 AM	2
2:12 AM	1
2:13 AM	2
2:14 AM	1
2:15 AM	1
2:16 AM	0
2:17 AM	0
2:18 AM	1
2:19 AM	0
2:20 AM	0
2:21 AM	0
2:22 AM	0
2:23 AM	0
2:24 AM	1
2:25 AM	0
2:26 AM	0
2:27 AM	0
2:28 AM	0
2:29 AM	0
2:30 AM	0
2:31 AM	0
2:32 AM	1
2:33 AM	0
2:34 AM	0
2:35 AM	0
2:36 AM	0
2:37 AM	0
2:38 AM	1
2:39 AM	0
2:40 AM	0
2:41 AM	0
2:42 AM	0
2:43 AM	1
2:44 AM	0
2:45 AM	0
2:46 AM	0
2:47 AM	0
2:48 AM	0
2:49 AM	1
2:50 AM	0
2:51 AM	0
2:52 AM	0
2:53 AM	0
2:54 AM	0
2:55 AM	1
2:56 AM	0
2:57 AM	0
2:58 AM	0
2:59 AM	0
3:00 AM	0
3:01 AM	4
3:02 AM	4
